1.129,1.45,0.328,1.836,0.438,0.123,4.198,3.234,1.474,348.95,605.09,152.52,177.82,-0.56,125.13
1.461,1.511,0.255,1.807,0.429,0.153,3.965,3.078,1.589,342.48,604.47,153.15,177.81,-0.57,125.13
1.73,1.563,0.208,1.719,0.405,0.187,3.769,2.949,1.731,337.19,603.16,153.67,177.83,-0.55,125.13
1.966,1.601,0.177,1.597,0.385,0.234,3.574,2.858,1.891,332.3,601.48,154.19,177.82,-0.56,125.12
2.18,1.638,0.098,1.4,0.355,0.266,3.441,2.731,1.998,327.75,599.31,154.69,177.81,-0.56,125.13
2.336,1.68,0.069,1.211,0.317,0.317,3.258,2.648,2.097,323.47,596.68,155.17,177.82,-0.56,125.13
2.451,1.728,0.033,1.015,0.335,0.344,3.091,2.544,2.218,319.5,593.61,155.68,177.82,-0.56,125.13
2.528,1.772,0.026,0.783,0.316,0.417,2.981,2.439,2.27,315.84,590.13,156.18,177.82,-0.56,125.13
2.568,1.81,0.039,0.58,0.302,0.469,2.868,2.365,2.306,312.65,586.34,156.7,177.82,-0.56,125.13
2.543,1.845,0.099,0.386,0.286,0.503,2.756,2.219,2.317,309.9,582.3,157.18,177.82,-0.56,125.13
2.496,1.886,0.112,0.199,0.251,0.575,2.671,2.155,2.273,307.65,578.08,157.71,177.82,-0.56,125.13
2.451,1.908,0.131,0.033,0.282,0.65,2.58,2.073,2.198,305.84,573.61,158.18,177.82,-0.56,125.13
2.387,1.945,0.153,0.11,0.272,0.704,2.457,1.95,2.06,304.53,568.96,158.7,177.81,-0.56,125.13
2.245,1.958,0.1,0.253,0.273,0.793,2.346,1.83,1.909,303.72,564.35,159.19,177.81,-0.56,125.14
2.148,1.984,0.129,0.351,0.269,0.859,2.272,1.713,1.718,303.38,559.7,159.7,177.82,-0.56,125.13
2.021,2.012,0.063,0.424,0.271,0.897,2.17,1.605,1.469,303.51,554.94,160.19,177.83,-0.56,125.14
1.938,2.031,0.037,0.52,0.271,0.931,2.084,1.472,1.217,304.18,550.32,160.72,177.81,-0.57,125.13
1.823,2.052,0.016,0.591,0.269,0.969,2.044,1.376,0.931,305.24,546.15,161.2,177.82,-0.56,125.14
